book,lang,page,content,len,tokens_amount,summary,summary_len
psych.pdf,ru,19,"  Рис. 1.3. Связь между детским восприятием телепрограмм с насилием и агрессивностью  во взрослом возрасте. Классическое исследование показывает, что предпочтение мальчиками 9- летнего возраста телепрограмм с насилием связано с более агрессивным поведением в возрасте 19  лет по сравнению с другими сверстниками (по: Eron et al., 1972).    <Рис. Психологические исследования свидетельствуют о том, что просмотр телепередач,  содержащих сцены насилия, оказывает негативное влияние на маленьких зрителей.>      Исторические основания психологии    Современная психология уходит своими корнями к философии IV-V веков до нашей эры.  Великие греческие философы Сократ, Платон и Аристотель поставили фундаментальные вопросы о  психической жизни человека. Например: верно ли люди воспринимают реальность? Что такое  сознание? Является ли человек изначально рациональным или иррациональным существом? Обладает  ли человек свободой выбора? Эти вопросы, такие же важные сегодня, как и две тысячи лет назад,  обращены скорее к природе разума и психических процессов, чем к природе тела или поведения и  являются предшественниками когнитивного подхода.  <Рис. Древнегреческий философ Сократ поставил перед человечеством фундаментальные  вопросы, касающиеся психической жизни. Многие из этих вопросов столь же актуальны сегодня, как  и в его эпоху.>  У биологического подхода — не менее долгая история. Гиппократ, считающийся «отцом  медицины» и живший примерно в то же время, что и Сократ, весьма интересовался физиологией  (отрасль биологии, изучающая нормальные функции живого организма и его органов). Он сделал  много важных наблюдений о том, как мозг контролирует различные органы тела, заложив тем самым  фундамент физиологического и биологического подходов в современной психологии.    ",1781,1483,,
psych.pdf,ru,278,"<Рис. Когда вы находите нужный номер телефона, запоминаете ли вы его зрительно, на слух  или семантическим способом?>  Две системы кратковременной памяти. Существование и акустических, и зрительных кодов  привело исследователей к мнению, что кратковременная память состоит из двух хранилищ, или  буферов. Один буфер — акустический, на короткое время сохраняющий информацию в акустических  кодах; второе хранилище — зрительно-пространственный буфер, на короткое время сохраняющий  информацию в зрительных или пространственных кодах (Baddeley, 1986). Некоторые недавние  исследования с использованием сканеров мозга показывают, что работа этих двух буферов  опосредуется различными мозговыми структурами.  В одном эксперименте испытуемые в каждой пробе видели последовательность букв, в  которой название и положение буквы менялись от элемента к элементу (рис. 8.3). В некоторых  пробах испытуемым надо было обращать внимание только на название буквы, и перед ними  ставилась задача определить, совпадает ли каждая предъявляемая буква с той, что предъявлялась на  три буквы раньше в этой последовательности. В других попытках испытуемым надо было обращать  внимание только на пространственное положение букв, а задача заключалась в том, чтобы  определить, совпадает ли положение каждой предъявляемой буквы с положением буквы,  предъявленной на три позиции раньше (см. рис. 8.3).    ",1380,1225,,
psych.pdf,ru,153,"Следовательно, очень горячий стимул активирует и рецепторы тепла, и рецепторы холода, что в  конечном счете вызывает ощущение горячего.  Поскольку поддержание температуры тела — решающий фактор выживания, важно, чтобы мы  могли чувствовать небольшие изменения температуры кожи. При нормальной температуре кожи  человек может обнаружить потепление всего на 0,4 градуса или похолодание всего на 0,15 градусов  (Kenshalo, Nafe & Brooks, 1961). Температурное чувство человека полностью адаптируется к  умеренным изменениям температуры, так что через несколько минут стимул уже не ощущается ни  как холодный, ни как теплый. Такой адаптацией объясняются сильные расхождения во мнениях о  температуре воды в бассейне между теми, кто в нем уже какое-то время побыл, и теми, кто только  начал болтать ногами в воде.  <Рис. После пребывания какое-то время в бассейне ощущение температуры адаптируется к  ее изменению. Но когда мы сначала болтаем ногами в воде, то обнаруживаем, что вода холоднее.>    Боль    Ни одно другое чувство не овладевает настолько нашим вниманием, как боль. Испытывая  другие ощущения, мы часто пресыщаемся ими, но ощущение боли трудно игнорировать. И все-таки,  несмотря на весь причиняемый ею дискомфорт, надо признать, что не будь чувства боли, мы  подвергались бы большому риску. Детям трудно было бы научиться не трогать горячую печь или  перестать жевать свой язык. На самом деле есть люди, родившиеся с редким генетическим  нарушением, из-за которого они нечувствительны к боли. Как правило, они умирают молодыми  вследствие порчи тканей организма и ран, которых можно было бы избежать, будь у них чувство  боли.  Болевая система. Всякий раздражитель, достаточно сильный, чтобы вызвать повреждение  тканей, является стимулом боли. Это может быть давление, температура, удар электрическим током  или едкие химикалии. Эффект этого стимула достигается посредством высвобождения содержащихся  в коже химических веществ, которые в свою очередь стимулируют различные рецепторы с высоким  порогом возбуждения (этап превращения). Такими рецепторами являются нейроны с особыми  свободными нервными окончаниями; известно несколько таких рецепторов (Brown & Deffenbacher,  1979).  Что касается вариаций качества боли, то наиболее важное различие относится к двум ее  состояниям: тому, которое мы чувствуем непосредственно в момент получения раны (фазическая  боль), и тому, которое переживается после ранения (тоническая боль). Фазическая боль — это обычно  резкая непосредственная боль, непродолжительная по длительности (ее интенсивность быстро растет  и падает), а тоническая боль, как правило, тупая и длится долго.  Например, если вам случится вывихнуть себе лодыжку, то вы тут же почувствуете резкую  волнообразную (фазическую) боль, но чуть погодя вы начнете чувствовать устойчивую (тоническую)  боль, вызванную распуханием. Эти два вида боли передаются двумя различными нервными путями,  ведущими к различным участкам коры мозга (Melzak, 1990).  Внестимульные детерминанты боли. На интенсивность и качество боли больше, чем на любое  другое ощущение, влияют факторы иные, чем непосредственный стимул. К этим факторам относятся  культурная принадлежность человека, его ожидания и предшествующий опыт. Поразительным  примером культурного влияния служит то, что в некоторых незападных обществах существуют  ритуалы, кажущиеся  впервые  столкнувшемуся с  ними  западному  человеку  невыносимо  болезненными. К таковым относится церемония подвешивания на крюках, практикуемая в некоторых  районах Индии:  «Эта церемония ведет начало от древнего обычая, в котором выбирали члена социальной  группы, чтобы он представлял собой силу богов. Роль избранного (или ""священника"") заключалась в  том, чтобы в определенный период года благословить детей и урожай в ряде соседствующих  деревень. В этом ритуале примечательно то, что по обеим сторонам спины этого человека под кожей  и мышцами продеваются стальные крюки, привязанные крепкими веревками к верхушке специальной  телеги (см. рис. 4.29).    ",4006,2517,,
psych.pdf,ru,409,"Зависимость   Рис. 11.6. Два взгляда на агрессию. На схеме показаны факторы, определяющие агрессию  согласно психоаналитической теории (гипотезе фрустрации—агрессии) и теории социального  научения. С точки зрения теории социального научения, эмоциональное возбуждение, вызванное  неприятными переживаниями, может выразиться в сколько угодно различных формах поведения, в  зависимости от того, какое поведение подкреплялось в прошлом.    Подражание агрессии. Одним из источников данных в пользу теории социального научения  служат исследования, показывающие, что агрессии, как и всякой другой реакции, можно научиться  через подражание. Детсадовские дети, наблюдавшие, как взрослые выражают разные формы агрессии  в отношении большой надувной куклы, впоследствии подражали многим действиям взрослых,  включая самые необычные (рис. 11.7).    Рис. 11.7. Дети подражают агрессии взрослых. Детсадовские дети наблюдали, как взрослый  выражает разные формы агрессивного поведения в отношении надувной куклы. Понаблюдав за  взрослым, мальчики и девочки стали вести себя к кукле агрессивно, детально повторяя многие  агрессивные действия, продемонстрированные взрослым, включая поднятие и бросание куклы, удары  по ней молотком и пинки ногами.    Эксперимент был расширен включением в него двух фильмов с разными моделями агрессии (в  одном взрослый вел себя агрессивно в отношении куклы, а в другом то же самое агрессивное  поведение  демонстрировал  мультфильмовский  персонаж).  Результаты  были  одинаково  удивительными. Дети, смотревшие любой из двух фильмов, вели себя в отношении куклы так же  агрессивно, как и дети, наблюдавшие агрессию живой модели. На рис. 11.8 показаны параметры  агрессивного поведения для каждой из этих двух групп и для двух контрольных групп, которые  наблюдали неагрессивную модель либо не наблюдали никакой вообще. Из этих исследований следует  вывод, что наблюдение за живыми моделями агрессии либо за изображенными в фильме повышает  вероятность агрессии со стороны наблюдателя. Возможно, это частично объясняет, почему у детей,  которых родители строго наказывали, агрессивность выше средней: моделью служили родители  (Eron, 1987).    ",2166,1655,,
psych.pdf,ru,46,"Нервная система, органы чувств, мышцы и железы позволяют нам осознавать окружающий  мир и приспосабливаться к нему. Восприятие событий зависит от того, как наши органы чувств  обнаруживают стимулы и как информация от них интерпретируется мозгом. Поведение человека во  многом мотивируется такими потребностями, как голод, жажда и избегание усталости и боли.  Способность человека пользоваться речью, мыслить и решать проблемы зависит от работы мозга,  который невероятно сложен. Действительно, основу сложнейших мыслительных процессов  составляют определенные совокупности электрических и химических явлений в мозге.  В сущности, любые аспекты поведения и психического функционирования легче понять, зная  о том, какие биологические процессы лежат в их основе. При рассмотрении восприятия, мотивации и  речи в различных частях этой книги мы будем более подробно останавливаться на  нейробиологических механизмах. В задачу настоящей главы не входит подробный обзор  взаимоотношений биологии и психологии; мы лишь предварительно ознакомимся с некоторыми  основными идеями нейробиологии, которые позднее, при обсуждении различных психологических  явлений, будут представлены более развернуто.      Нейроны - строительные блоки нервной системы    Основной единицей нервной системы является нейрон — специализированная клетка,  передающая нервные импульсы или сигналы другим нейронам, железам и мышцам. Понимать работу  нейронов важно потому, что, без сомнения, именно в них таятся секреты функционирования мозга и,  соответственно, секреты человеческого сознания. Нам известна их роль в передаче нервных  импульсов, и мы знаем, как работают некоторые нервные механизмы; но мы только начинаем  узнавать об их более сложных функциях в процессах памяти, эмоций и мышления.  В нервной системе существует два типа нейронов: очень мелкие нейроны, известные как  локальные нейроны, и более крупные нейроны, называемые макронейронами. Хотя большинство  нейронов являются локальными, мы лишь недавно начали понимать, как они функционируют.  Фактически на протяжении долгого времени многие исследователи полагали, что эти крохотные  нейроны вовсе не являются нейронами или что они являются незрелыми и неспособными к передаче  информации. Сегодня мы знаем, что на самом деле локальные нейроны передают сигналы другим  нейронам. Однако они обмениваются сигналами преимущественно с соседними нейронами и не  передают информацию на большие расстояния в пределах организма, как это делают макронейроны.  С другой стороны, макронейроны были детально изучены, и поэтому наше внимание будет  сосредоточено на этих нейронах. Хотя макронейроны значительно различаются по своим размерам и  внешнему виду, все они обладают некоторыми общими характеристиками (см. рис. 2.1) От тела  клетки отходит множество коротких отростков, называемых дендритами (от греческого дендрон —  дерево). К дендритам и телу клетки поступают нервные импульсы от соседних нейронов. Эти  сообщения передаются другим нейронам (или мышцам и железам) через тонкое трубчатое удлинение  клетки, которое называется аксоном. Окончание аксона делится на ряд тонких веточек, разветвлений,  на концах которых имеются небольшие утолщения, называемые синаптическими окончаниями.    ",3221,2134,,
psych.pdf,ru,189,"Хотя вышеуказанный эффект проявляется при обычных обстоятельствах, изменения в  окружении могут разрушить его. Представьте, что черная рубашка расположена за черным  непрозрачным экраном и вы разглядываете ее через глазок в экране. Экран с отверстием ограничивает  видимую область, так что вы видите только свет, отраженный от самой рубашки, независимо от ее  окружения. Теперь, когда рубашка освещена, она будет выглядеть белой, поскольку свет,  достигающий вашего глаза через отверстие, имеет большую интенсивность, чем отраженный от  самого экрана. Из этого примера можно понять, почему яркость объекта обычно остается неизменной.  Когда мы воспринимаем объект в естественной ситуации, обычно видны и несколько других  объектов. Константность яркости зависит от соотношения интенсивностей света, отраженного от  различных объектов. Так, черный бархат обычно продолжает видеться черным даже на солнце  потому, что он все равно отражает меньше света, чем окружающие его предметы. Именно  относительной величиной отраженного света определяется его яркость (Gilchrist, 1978).  С цветом все примерно так же. Тенденция к сохранности цвета объекта при освещении его  различными источниками света называется константностью цвета. Как и константность яркости,  константность цвета можно нарушить, удалив объект из его фона. Например, если смотреть на зрелый  помидор через трубку, скрывающую и окружение, и общий вид самого объекта, он может оказаться  любого цвета — синего, зеленого или розового — в зависимости от длин волн отраженного от него  света. Поэтому константность цвета, как и константность яркости, зависит от неоднородности фона  (Maloney & Wandell, 1986; Land, 1977).    Константность формы и положения    Когда дверь открывается в нашу сторону, форма ее изображения на сетчатке претерпевает ряд  изменений (рис. 5.23). Из прямоугольной формы получается изображение в виде трапеции, у которой  ближняя к нам сторона шире, чем край, которым дверь крепится к стене; затем эта трапеция  становится уже, пока наконец не начинает проецироваться на сетчатку в виде вертикальной полоски,  соответствующей толщине двери. И несмотря на все это, мы при открывании двери воспринимаем ее  без изменений. Сохранение постоянства воспринимаемой формы при изменении изображения на  сетчатке является примером константности формы.    ",2327,1618,,
psych.pdf,ru,470,"  Рис. 13.5. Тест репертуара ролевых конструктов. В каждом ряду индивидуум сравнивает  трех людей, указанных в верхней части таблицы, отмечая крестиком двух наиболее похожих друг на  друга. Он описывает, в чем состоит их сходство, в графе «конструкт». После этого он описывает,  чем третье лицо отличается от двух других, в графе «контраст». Данный индивидуум отмечает,  что он считает себя и свою мать остроумными людьми, в отличие от своего лучшего друга,  которого он считает лишенным чувства юмора. Процедура повторяется для каждого ряда  таблицы.  ",553,884,,
psych.pdf,ru,61,"  Рис. 2.13. Специализация функций коры левого полушария. Большая часть коры  ответственна за генерацию движений и анализ сенсорных сигналов. Соответствующие зоны  (включая моторную, соматосенсорную, зрительную, слуховую и обонятельную) имеются на обоих  полушариях. Некоторые функции представлены только на одной стороне мозга. Например, зона  Брока и зона Вернике, участвующие в порождении и понимании речи, а также угловая извилина,  соотносящая зрительную и слуховую формы слова, имеются только на левой стороне человеческого  мозга.    Первичная соматосенсорная зона. В теменной зоне, отделенной от моторной зоны  центральной бороздой, находится участок, электрическая стимуляция которого вызывает сенсорные  ощущения где-то на противоположной стороне тела. Они похожи на то, как если бы какая-нибудь  часть тела двигалась или до нее дотрагивались. Этот участок называют первичной соматосенсорной  зоной (зоной телесных ощущений). Здесь представлены ощущения холода, прикосновения, боли и  ощущения движений тела.  Большинство нервных волокон в составе путей, идущих к соматосенсорной и моторной зонам  и от них, переходят на противоположную сторону тела. Поэтому сенсорные импульсы с правой  стороны тела идут к левой соматосенсорной коре, а мышцами правой ноги и правой руки управляет  левая моторная кора.  Видимо, можно считать общим правилом, что объем соматосенсорной или моторной зоны,  связанной с определенной частью тела, прямо определяется ее чувствительностью и частотой  использования последней. Например, среди четвероногих млекопитающих у собаки передние лапы  представлены только на очень небольшом участке коры, а у енота, широко пользующегося своими  передними лапами для изучения окружения и манипулирования им, соответствующая зона  значительно шире и в ней есть участки для каждого пальца лапы. У крысы, получающей много  информации об окружении посредством чувствительных усиков, имеется отдельный участок коры  для каждого усика.  Первичная зрительная зона. В задней части каждой затылочной доли есть участок коры,  называемый первичной зрительной зоной. На рис. 2.14 показаны волокна зрительного нерва и  нервные пути, идущие от каждого глаза к зрительной коре. Обратите внимание, что некоторые  зрительные волокна идут от правого глаза к правому полушарию, а некоторые пересекают мозг в так  называемой зрительной хиазме и идут в противоположное полушарие; то же происходит с волокнами  левого глаза. Волокна от правых сторон обоих глаз идут в правое полушарие мозга, а волокна от  левых сторон обоих глаз идут в левое полушарие. Следовательно, повреждение зрительной зоны в  одном полушарии (скажем, в левом) приведет к появлению слепых областей в левой стороне обоих  глаз, что вызовет потерю видимости правой стороны окружения. Этот факт иногда помогает  установить местоположение опухоли мозга и других аномалий.    ",2850,1933,,
psych.pdf,ru,137,"  Призма расщепляет свет на различные длины волн. Короткие волны кажутся синими, средние  — зелеными, а длинные — красными.    В дальнейшем обсуждении цветового восприятия мы будем говорить только о длинах волн.  Это совершенно адекватно в случаях, когда первоисточником ощущения цвета является объект,  излучающий свет, например солнце или лампочка. Однако чаще источником цветовых ощущений  является объект, отражающий свет, когда его освещает источник света. В таких случаях восприятие  цвета объекта частично определяется длинами волн, которые объект отражает, частично — другими  факторами. Один из таких факторов — окружающий цветовой фон. Богатое разнообразие других  цветов в пространственном окружении объекта позволяет наблюдателю правильно воспринимать  цвет объекта, даже когда длины волн, исходящих от объекта и достигающих глаза, не вполне точно  отражают характерный цвет объекта (Land, 1986). Способность воспринимать цвет любимой  джинсовой куртки как индиго, несмотря на значительные вариации окружающего освещения, носит  название «константность цвета». Мы будем более подробно обсуждать эту тему в гл. 5.  Ощущение цвета. В некоторых отношениях ощущение цвета — явление субъективное. Но  для научного изучения цветоощущения нам следует описывать его общепринятыми терминами.  Представим себе пятно света на темном фоне. С феноменологической точки зрения его  характеризуют 3 параметра: светлота, цветовой тон и насыщенность. Светлота показывает, насколько  белым видится свет (ее следует отличать от яркости: очень слабо освещенный объект может тем не  менее казаться белым). Два других параметра относятся непосредственно к самому цвету. Цветовым  тоном называется качество, обозначаемое названием цвета, например «красный» или «зеленовато- желтый». Насыщенность означает наполненность цветом или чистоту цвета. Ненасыщенные цвета  выглядят бледными (например, розовый); насыщенные цвета на вид не содержат белого. Художник  Альберт Манселл предложил схему описания окрашенных поверхностей путем присваивания им  одного из 10 названий цветового тона и двух чисел: одного — для указания насыщенности, другого  — светлоты. Цветовая система Манселла представлена в виде цветового тела (рис. 4.16).    ",2219,1629,,
psych.pdf,ru,49,"  Рис. 2.4. Ионные каналы. Такие химические вещества, как натрий, калий, кальций и хлор,  проходят сквозь клеточную мембрану через торообразные протеиновые молекулы, называемые  ионными каналами.    Нейрон, когда он не передает информацию, называют покоящимся нейроном. В покоящемся  нейроне отдельные протеиновые структуры, называемые ионными насосами, помогают поддерживать  неравномерное распределение различных ионов по клеточной мембране путем перекачивания их  внутрь или вне клетки. Например, ионные насосы транспортируют Na+ за пределы нейрона каждый  раз, когда он проникает в нейрон, и закачивают K+ обратно в нейрон каждый раз, когда он выходит  наружу. Таким образом, у нейрона в состоянии покоя поддерживается высокая концентрация Na+  снаружи и низкая концентрация внутри клетки. Действие этих ионных каналов и насосов создает  поляризацию клеточной мембраны, которая имеет положительный заряд с наружной и  отрицательный заряд с внутренней стороны.  Когда нейрон, находящийся в состоянии покоя, стимулируется, разность потенциалов на  клеточной мембране уменьшается. Если падение напряжения достаточное, натриевые каналы в точке  стимуляции на короткое время открываются и ионы Na+ проникают внутрь клетки. Этот процесс  называется деполяризацией; теперь внутренняя сторона мембраны в этом участке оказывается  заряженной положительно относительно внешней. Соседние натриевые каналы чувствуют это  падение напряжения и в свою очередь открываются, вызывая деполяризацию прилежащих участков.  ",1506,1332,,
psych.pdf,ru,596,"Обзор групповой психотерапии: Yalom. The Theory and Practice of Group Psychotherapy (3rd ed.,  1985).  Очень хорошо читается резюме по биологическим исследованиям основных психических  расстройств: Lickey & Gordon. Medicine and Mental Illness (1991). В нем описываются симптомы и  критерии диагностики согласно DSM-III-R, приводятся данные по эффективности лекарств и  рассматривается воздействие психотропных средств на мозг.  Острая критика биологических теорий и методов лечения психических расстройств  приводится в работе: Valenstein. Blaming the Brain (1998).  Способы коррекции своего поведения: Watson & Tharp. Self-Directed Behavior: Self- Modification for Personal Adjustment (5th ed., 1989). Burns. Feeling Good (1981) — поэтапная программа  использования приемов когнитивной терапии для понимания и изменения чувства депрессии,  беспокойства и страха. Viorst. Necessary Losses (1986) — книга, написанная с психоаналитических  позиций, дает тонкий и глубокий анализ того, как человек растет и меняется, проходя через потери,  являющиеся неизбежной частью жизни.      На переднем крае психологических исследований    Реакция на плацебо    Плацебо широко применяются при изучении эффективности лекарственных препаратов.  Плацебо — это нейтральное вещество (не оказывающее фармакологического действия), по виду не  отличающееся от настоящего (активного) препарата — по сути, сахарная пилюля. В лекарственных  исследованиях плацебо используются для контроля (а) за ожиданиями пациентов, что лекарство  поможет их самочувствию; (б) за убеждением исследователя, что данное лекарство эффективно; (в) за  благоприятным эффектом повышения внимания сиделок и другого персонала, вызванного тем, что  данный пациент является объектом исследования. Обычно применяется метод двойного неведения:  одна группа пациентов получает настоящий препарат, а другая — плацебо, но ни пациенты, ни  исследователи (или тот, кто оценивает результат) до самого конца исследования не знают, в каких  пилюлях активный препарат, а в каких — плацебо. Поскольку ни пациенты, ни исследователи не  знают содержимого пилюль, эту методику называют двойным неведением. Если показатель  улучшения у тех, кто принимал настоящий препарат, выше, то он считается терапевтически  эффективным. Если у обеих групп наблюдается примерно одинаковое улучшение, значит, какую бы  позитивную реакцию не вызвал прием препарата, считается, что это плацебо-эффект и что сам  препарат неэффективен.  Любые реакции, которые нельзя объяснить исходя из реального действия препарата,  считаются реакциями на плацебо — то есть реакциями, вызванными неизвестными и  нефармакологическими причинами. По общему мнению, такие реакции относят к психологическим.  Плацебо-реакции могут быть очень сильными. Например, 40% пациентов, страдавших от  болезненного сердечного заболевания (стенокардии, или грудной жабы), рассказали о заметном  улучшении самочувствия после диагностической процедуры, которую они считали операцией по  устранению причин заболевания (Beecher, 1961). При лечении психических болезней плацебо часто  не менее эффективны, чем лекарства. Например, в обширном исследовании применения  лекарственной терапии и психотерапии при депрессии обнаружилось, что на таблетку плацебо  пациенты реагировали почти так же хорошо, как и на антидепрессанты или психотерапию (Elkin et al.,  1984).  До начала современной научной медицины практически все лекарства были на самом деле  плацебо. Чтобы излечить болезнь, пациентам давали все мыслимые вещества — крокодилий навоз,  таблетки из высушенной гадюки, семенную жидкость лягушки, пауков, червей и человеческие  экскременты, — приготовленные самыми разнообразными способами. На протяжении всей истории  медицины пациентам давали слабительное, их травили, секли, делали им кровопускание, избивали,  морозили, заставляли потеть и били током (Shapiro & Morris, 1978). Поскольку врачи и лекари  традиционно пользовались почестями и уважением, их «лечение» должно было помогать хотя бы  некоторым пациентам. Их успехи предположительно объясняются реакцией плацебо. Эффектом  плацебо ученые объясняют также документированные случаи исцеления верой и различными  чудесными средствами.  ",4180,2524,,
